NA_1555 	 objective
NA_4955 	 objective
NA_T15116058 	 negative
NA_7021 	 negative
NA_T15114092 	 objective
NA_6174 	 positive
NA_6054 	 neutral
NA_2224 	 positive
NA_2666 	 neutral
NA_T15115642 	 positive
NA_721 	 positive
NA_4114 	 objective
NA_2030 	 objective
NA_7549 	 positive
NA_T15115570 	 negative
NA_3359 	 objective
NA_5945 	 objective
NA_6197 	 positive
NA_5399 	 positive
NA_T15114012 	 negative
NA_T15115964 	 objective
NA_99 	 objective
NA_2563 	 objective
NA_2092 	 objective
NA_7147 	 objective
NA_635 	 negative
NA_2632 	 positive
NA_4343 	 objective
NA_200 	 positive
NA_5951 	 negative
NA_4454 	 objective
NA_2301 	 objective
NA_3288 	 positive
NA_8977 	 objective
NA_T15113763 	 objective
NA_2576 	 positive
NA_7878 	 objective
NA_3808 	 objective
NA_7289 	 positive
NA_7164 	 neutral
NA_T15115428 	 positive
NA_485 	 negative
NA_4641 	 positive
NA_3382 	 positive
NA_7844 	 neutral
NA_5531 	 objective
NA_T15111885 	 objective
NA_6664 	 positive
NA_T15116158 	 positive
NA_7293 	 negative
NA_1699 	 negative
NA_3199 	 objective
NA_7014 	 positive
NA_8763 	 objective
NA_4591 	 objective
NA_8198 	 objective
NA_2337 	 positive
NA_8715 	 objective
NA_T15115770 	 positive
NA_7980 	 positive
NA_3994 	 objective
NA_T15113195 	 positive
NA_5727 	 objective
NA_3502 	 objective
NA_6233 	 positive
NA_T15114773 	 neutral
NA_T15111211 	 positive
NA_331 	 negative
NA_405 	 neutral
NA_965 	 neutral
NA_758 	 neutral
NA_4296 	 objective
NA_3179 	 objective
NA_6761 	 objective
NA_T15116262 	 positive
NA_372 	 objective
NA_5221 	 negative
NA_7957 	 neutral
NA_4908 	 objective
NA_T15112869 	 objective
NA_T15113909 	 negative
NA_6913 	 neutral
NA_1393 	 positive
NA_8564 	 negative
NA_7702 	 negative
NA_1451 	 negative
NA_T15114899 	 positive
NA_T15113403 	 negative
NA_3724 	 neutral
NA_3026 	 positive
NA_T15112211 	 neutral
NA_4806 	 objective
NA_4160 	 positive
NA_8699 	 objective
NA_7618 	 negative
NA_8141 	 positive
NA_8060 	 negative
NA_4041 	 neutral
NA_3016 	 neutral
NA_4518 	 objective
NA_6399 	 objective
NA_8144 	 objective
NA_5574 	 neutral
NA_2420 	 positive
NA_5060 	 objective
NA_1362 	 neutral
NA_T15114673 	 objective
NA_7052 	 neutral
NA_T15111495 	 positive
NA_T15115801 	 objective
NA_7414 	 neutral
NA_3350 	 negative
NA_822 	 neutral
NA_120 	 positive
NA_T15113837 	 positive
NA_8362 	 objective
NA_T15113641 	 objective
NA_T15113853 	 objective
NA_T15112660 	 neutral
NA_8570 	 neutral
NA_7483 	 objective
NA_6097 	 objective
NA_7736 	 negative
NA_T15111174 	 negative
NA_6020 	 positive
NA_T15114786 	 objective
NA_5106 	 neutral
NA_2034 	 negative
NA_8061 	 positive
NA_1290 	 positive
NA_T15112088 	 positive
NA_T15111312 	 neutral
NA_T15111159 	 positive
NA_5144 	 objective
NA_6052 	 objective
NA_5804 	 positive
NA_4082 	 objective
NA_5902 	 positive
NA_4358 	 neutral
NA_3306 	 negative
NA_T15111844 	 neutral
NA_5947 	 objective
NA_905 	 positive
NA_3297 	 neutral
NA_2804 	 objective
NA_7191 	 negative
NA_T15114922 	 objective
NA_6325 	 positive
NA_4017 	 positive
NA_7626 	 negative
NA_4415 	 negative
NA_8308 	 positive
NA_355 	 negative
NA_2317 	 positive
NA_2433 	 negative
NA_6968 	 objective
NA_4580 	 positive
NA_T15114344 	 positive
NA_2003 	 negative
NA_3249 	 positive
NA_1894 	 objective
NA_T15115912 	 positive
NA_7716 	 positive
NA_8573 	 negative
NA_3590 	 positive
NA_4622 	 positive
NA_1119 	 neutral
NA_7404 	 positive
NA_8956 	 positive
NA_7281 	 positive
NA_7057 	 positive
NA_5360 	 positive
NA_6783 	 objective
NA_T15116200 	 positive
NA_T15115791 	 objective
NA_3408 	 neutral
NA_7250 	 positive
NA_6551 	 objective
NA_T15115090 	 negative
NA_1814 	 negative
NA_5340 	 positive
NA_8810 	 objective
NA_847 	 positive
NA_6255 	 positive
NA_2828 	 positive
NA_6077 	 objective
NA_2833 	 positive
NA_6453 	 objective
NA_5352 	 positive
NA_6546 	 neutral
NA_6498 	 objective
NA_1510 	 objective
NA_5983 	 positive
NA_1164 	 negative
NA_6248 	 positive
NA_544 	 positive
NA_3629 	 objective
NA_460 	 objective
NA_8036 	 positive
NA_4898 	 positive
NA_T15114814 	 objective
NA_2728 	 objective
NA_1146 	 positive
NA_T15112323 	 objective
NA_T15114459 	 objective
NA_T15114931 	 positive
NA_7572 	 negative
NA_6736 	 positive
NA_5921 	 positive
NA_3303 	 objective
NA_1104 	 neutral
NA_T15115615 	 positive
NA_7392 	 neutral
NA_1766 	 objective
NA_6407 	 objective
NA_4548 	 positive
NA_7645 	 objective
NA_8776 	 objective
NA_8592 	 objective
NA_669 	 neutral
NA_3137 	 positive
NA_8917 	 negative
NA_8965 	 positive
NA_2657 	 neutral
NA_953 	 positive
NA_3383 	 objective
NA_5654 	 objective
NA_3178 	 objective
NA_166 	 objective
NA_T15114834 	 objective
NA_3578 	 neutral
NA_T15115738 	 objective
NA_5214 	 objective
NA_4444 	 positive
NA_8870 	 positive
NA_3844 	 objective
NA_15 	 neutral
NA_5252 	 neutral
NA_5038 	 negative
NA_6587 	 positive
NA_T15114353 	 negative
NA_T15111350 	 neutral
NA_T15111412 	 neutral
NA_561 	 positive
NA_1594 	 neutral
NA_7529 	 positive
NA_6320 	 neutral
NA_7023 	 neutral
NA_8372 	 positive
NA_6690 	 positive
NA_2976 	 neutral
NA_T15115219 	 objective
NA_7976 	 positive
NA_3899 	 positive
NA_55 	 objective
NA_1277 	 objective
NA_2237 	 negative
NA_8139 	 neutral
NA_5578 	 positive
NA_T15111927 	 objective
NA_2160 	 neutral
NA_4181 	 positive
NA_6034 	 objective
NA_T15114905 	 positive
NA_T15116585 	 positive
NA_6938 	 objective
NA_T15115125 	 positive
NA_T15114388 	 positive
NA_T15114938 	 positive
NA_1509 	 positive
NA_7671 	 negative
NA_T15113210 	 objective
NA_T15116639 	 neutral
NA_5787 	 objective
NA_3634 	 negative
NA_4946 	 objective
NA_6029 	 negative
NA_1656 	 negative
NA_6063 	 objective
NA_8068 	 objective
NA_5378 	 objective
NA_2992 	 objective
NA_1721 	 positive
NA_7161 	 positive
NA_2951 	 objective
NA_2376 	 positive
NA_1323 	 objective
NA_831 	 positive
NA_2963 	 positive
NA_7432 	 negative
NA_T15113863 	 positive
NA_2324 	 objective
NA_7138 	 positive
NA_3230 	 positive
NA_1870 	 positive
NA_5880 	 positive
NA_7042 	 negative
NA_3780 	 positive
NA_4910 	 objective
NA_1219 	 neutral
NA_T15112657 	 negative
NA_795 	 objective
NA_3619 	 objective
NA_5224 	 positive
NA_2846 	 positive
NA_T15116131 	 negative
NA_6591 	 positive
NA_4410 	 objective
NA_4686 	 positive
NA_601 	 objective
NA_8330 	 objective
NA_5768 	 positive
NA_T15116260 	 positive
NA_8267 	 positive
NA_2679 	 positive
NA_1923 	 objective
NA_4175 	 positive
NA_3647 	 objective
NA_T15115281 	 objective
NA_T15113736 	 objective
NA_T15115930 	 positive
NA_8186 	 negative
NA_1346 	 positive
NA_5997 	 objective
NA_8300 	 positive
NA_5783 	 neutral
NA_2763 	 objective
NA_4587 	 positive
NA_1999 	 negative
NA_3666 	 negative
NA_5070 	 objective
NA_4915 	 objective
NA_8234 	 positive
NA_2270 	 positive
NA_958 	 positive
NA_1934 	 positive
NA_8338 	 objective
NA_5825 	 objective
NA_4306 	 positive
NA_1757 	 neutral
NA_7160 	 objective
NA_T15113196 	 positive
NA_5824 	 positive
NA_2654 	 positive
NA_2460 	 objective
NA_1477 	 positive
NA_6917 	 neutral
NA_7381 	 negative
NA_374 	 objective
NA_6008 	 negative
NA_T15111692 	 positive
NA_T15113698 	 positive
NA_5905 	 positive
NA_2118 	 negative
NA_T15111555 	 objective
NA_2812 	 objective
NA_8008 	 positive
NA_2704 	 positive
NA_8758 	 neutral
NA_5091 	 objective
NA_T15114066 	 positive
NA_3182 	 objective
NA_T15113220 	 neutral
NA_31 	 objective
NA_6916 	 negative
NA_112 	 positive
NA_6888 	 positive
NA_3014 	 objective
NA_4313 	 positive
NA_4848 	 neutral
NA_506 	 positive
NA_4147 	 positive
NA_8349 	 objective
NA_T15111576 	 positive
NA_7342 	 negative
NA_4775 	 objective
NA_6152 	 objective
NA_T15116717 	 neutral
NA_8113 	 positive
NA_18 	 positive
NA_7687 	 neutral
NA_T15111325 	 negative
NA_6978 	 neutral
NA_1998 	 negative
NA_2981 	 positive
NA_3820 	 objective
NA_T15114683 	 objective
NA_T15115047 	 positive
NA_1558 	 objective
NA_4909 	 positive
NA_2523 	 objective
NA_1403 	 positive
NA_1076 	 neutral
NA_T15112385 	 objective
NA_T15116095 	 objective
NA_3597 	 positive
NA_6039 	 objective
NA_8740 	 objective
NA_4446 	 objective
NA_4751 	 objective
NA_8527 	 positive
NA_5371 	 neutral
NA_T15116127 	 objective
NA_2208 	 positive
NA_6132 	 positive
NA_T15114433 	 objective
NA_T15112920 	 neutral
NA_T15112061 	 positive
NA_3487 	 positive
NA_3763 	 objective
NA_5991 	 positive
NA_1443 	 negative
NA_T15116512 	 neutral
NA_2351 	 positive
NA_741 	 objective
NA_8751 	 positive
NA_8612 	 positive
NA_2588 	 neutral
NA_3894 	 neutral
NA_4430 	 positive
NA_7411 	 positive
NA_T15115354 	 objective
NA_T15115520 	 neutral
NA_8283 	 negative
NA_T15114225 	 neutral
NA_1740 	 positive
NA_7013 	 negative
NA_T15113613 	 objective
NA_6018 	 objective
NA_8309 	 positive
NA_T15112031 	 neutral
NA_2752 	 objective
NA_T15112068 	 neutral
NA_7614 	 objective
NA_5717 	 positive
NA_T15113722 	 objective
NA_6817 	 positive
NA_7806 	 positive
NA_617 	 positive
NA_7039 	 positive
NA_8680 	 negative
NA_6572 	 positive
NA_T15115943 	 neutral
NA_7685 	 objective
NA_4988 	 negative
NA_8849 	 positive
NA_3404 	 positive
NA_5202 	 negative
NA_T15111747 	 objective
NA_T15111394 	 positive
NA_3096 	 objective
NA_2536 	 objective
NA_T15116520 	 negative
NA_1068 	 neutral
NA_4441 	 positive
NA_8557 	 objective
NA_1827 	 negative
NA_1352 	 negative
NA_7853 	 positive
NA_582 	 positive
NA_T15111681 	 neutral
NA_T15116152 	 objective
NA_7074 	 neutral
NA_7255 	 objective
NA_7659 	 negative
NA_T15111544 	 positive
NA_T15111772 	 positive
NA_185 	 objective
NA_8541 	 positive
NA_6885 	 positive
NA_3873 	 negative
NA_522 	 negative
NA_8760 	 negative
NA_8596 	 negative
NA_2690 	 neutral
NA_5390 	 negative
NA_T15115319 	 negative
NA_5484 	 positive
NA_T15115256 	 objective
NA_6610 	 positive
NA_8221 	 negative
NA_1493 	 objective
NA_3928 	 objective
NA_5238 	 objective
NA_853 	 positive
NA_8370 	 objective
NA_8032 	 objective
NA_T15111966 	 objective
NA_4567 	 neutral
NA_8051 	 negative
NA_2240 	 negative
NA_5743 	 positive
NA_3072 	 positive
NA_3243 	 positive
NA_1226 	 objective
NA_7169 	 positive
NA_7667 	 positive
NA_8972 	 neutral
NA_T15112248 	 objective
NA_1966 	 objective
NA_3572 	 neutral
NA_8772 	 positive
NA_6338 	 neutral
NA_T15112319 	 positive
NA_6410 	 negative
NA_490 	 neutral
NA_5276 	 negative
NA_3720 	 objective
NA_1072 	 positive
NA_3751 	 neutral
NA_T15115789 	 neutral
NA_6896 	 objective
NA_4221 	 negative
NA_4643 	 positive
NA_T15114245 	 neutral
NA_8080 	 objective
NA_5379 	 positive
NA_1109 	 positive
NA_175 	 objective
NA_T15115122 	 positive
NA_2280 	 positive
NA_3276 	 neutral
NA_T15113587 	 positive
NA_6401 	 objective
NA_4868 	 objective
NA_6670 	 objective
NA_3770 	 negative
NA_T15114530 	 objective
NA_4695 	 positive
NA_8350 	 positive
NA_413 	 positive
NA_7171 	 neutral
NA_7788 	 neutral
NA_3021 	 objective
NA_5128 	 positive
NA_5073 	 positive
NA_1009 	 negative
NA_T15115254 	 objective
NA_8769 	 positive
NA_3323 	 objective
NA_1557 	 neutral
NA_T15114906 	 neutral
NA_5521 	 objective
NA_5052 	 positive
NA_1942 	 objective
NA_465 	 objective
NA_4499 	 positive
NA_3971 	 negative
NA_4729 	 objective
NA_654 	 positive
NA_T15112497 	 objective
NA_380 	 objective
NA_8752 	 positive
NA_4412 	 positive
NA_6120 	 positive
NA_541 	 objective
NA_T15111162 	 negative
NA_T15114301 	 neutral
NA_6883 	 positive
NA_T15114806 	 neutral
NA_3623 	 positive
NA_2344 	 negative
NA_7623 	 positive
NA_8879 	 positive
NA_1762 	 neutral
NA_4034 	 neutral
NA_101 	 positive
NA_6548 	 objective
NA_T15114146 	 objective
NA_8359 	 neutral
NA_1407 	 positive
NA_2652 	 positive
NA_6488 	 negative
NA_2244 	 positive
NA_499 	 positive
NA_4318 	 objective
NA_33 	 objective
NA_7725 	 objective
NA_457 	 objective
NA_T15116094 	 objective
NA_T15112235 	 positive
NA_T15114599 	 positive
NA_T15111733 	 objective
NA_T15112020 	 objective
NA_8201 	 objective
NA_T15114521 	 objective
NA_8175 	 objective
NA_3966 	 objective
NA_T15111575 	 positive
NA_8678 	 neutral
NA_4314 	 negative
NA_5400 	 negative
NA_4324 	 negative
NA_T15111896 	 neutral
NA_7371 	 neutral
NA_T15115328 	 positive
NA_4224 	 negative
NA_3918 	 positive
NA_T15116219 	 negative
NA_835 	 positive
NA_3514 	 objective
NA_7894 	 positive
NA_3366 	 positive
NA_T15112633 	 negative
NA_5684 	 positive
NA_8568 	 positive
NA_3608 	 objective
NA_5766 	 neutral
NA_2871 	 negative
NA_678 	 objective
NA_T15112188 	 neutral
NA_3697 	 objective
NA_6471 	 objective
NA_T15115955 	 objective
NA_3579 	 neutral
NA_2418 	 positive
NA_T15115822 	 positive
NA_T15112942 	 positive
NA_T15114619 	 objective
NA_T15114393 	 objective
NA_T15111198 	 neutral
NA_T15111912 	 positive
NA_T15114110 	 neutral
NA_T15114044 	 negative
NA_T15115524 	 objective
NA_7517 	 neutral
NA_3345 	 positive
NA_2466 	 objective
NA_3674 	 objective
NA_T15115337 	 neutral
NA_1371 	 positive
NA_4771 	 positive
NA_5294 	 positive
NA_5097 	 positive
NA_4891 	 objective
NA_6409 	 negative
NA_973 	 positive
NA_3932 	 positive
NA_T15114890 	 positive
NA_261 	 objective
NA_1302 	 objective
NA_5384 	 positive
NA_2375 	 objective
NA_941 	 objective
NA_274 	 negative
NA_5649 	 negative
NA_T15113875 	 neutral
NA_3176 	 neutral
NA_2252 	 negative
NA_1097 	 negative
NA_5546 	 negative
NA_8981 	 neutral
NA_1320 	 positive
NA_T15115407 	 positive
NA_3641 	 objective
NA_5264 	 positive
NA_1660 	 positive
NA_1867 	 objective
NA_310 	 objective
NA_8747 	 positive
NA_8397 	 objective
NA_2788 	 positive
NA_7971 	 neutral
NA_7651 	 objective
NA_5104 	 objective
NA_308 	 positive
NA_7719 	 positive
NA_4063 	 neutral
NA_662 	 positive
NA_T15115393 	 objective
NA_8395 	 neutral
NA_653 	 positive
NA_2197 	 objective
NA_T15113191 	 positive
NA_5603 	 positive
NA_T15115504 	 objective
NA_T15112878 	 neutral
NA_742 	 objective
NA_7789 	 positive
NA_6118 	 positive
NA_7724 	 positive
NA_2900 	 positive
NA_6003 	 positive
NA_4024 	 positive
NA_568 	 neutral
NA_3111 	 positive
NA_810 	 positive
NA_3410 	 objective
NA_T15111482 	 neutral
NA_3039 	 objective
NA_3358 	 negative
NA_105 	 objective
NA_2869 	 positive
NA_T15115977 	 objective
NA_T15115397 	 positive
NA_T15111331 	 positive
NA_T15113022 	 positive
NA_3523 	 objective
NA_3855 	 positive
NA_T15111187 	 objective
NA_148 	 positive
NA_5582 	 positive
NA_2262 	 objective
NA_T15115230 	 objective
NA_7316 	 objective
NA_292 	 neutral
NA_284 	 objective
NA_T15113487 	 objective
NA_338 	 positive
NA_T15113201 	 objective
NA_5232 	 neutral
NA_T15114882 	 objective
NA_T15112819 	 objective
NA_3395 	 neutral
NA_7055 	 negative
NA_2897 	 positive
NA_2764 	 negative
NA_6048 	 negative
NA_5739 	 objective
NA_1015 	 objective
NA_6160 	 positive
NA_4209 	 neutral
NA_8709 	 objective
NA_3667 	 negative
NA_2949 	 positive
NA_701 	 neutral
NA_2557 	 neutral
NA_T15112607 	 positive
NA_T15113359 	 objective
NA_6573 	 objective
NA_8337 	 neutral
NA_3319 	 negative
NA_5024 	 positive
NA_5447 	 positive
NA_4724 	 positive
NA_5057 	 objective
NA_T15116117 	 negative
NA_2952 	 positive
NA_4049 	 positive
NA_5647 	 objective
NA_T15111247 	 objective
NA_300 	 positive
NA_T15116572 	 positive
NA_1562 	 positive
NA_8795 	 positive
NA_6696 	 positive
NA_2636 	 neutral
NA_3391 	 objective
NA_T15116169 	 neutral
NA_T15112388 	 neutral
NA_4013 	 objective
NA_8021 	 positive
NA_2926 	 positive
NA_T15111318 	 negative
NA_62 	 positive
NA_501 	 neutral
NA_3075 	 positive
NA_8503 	 positive
NA_1098 	 objective
NA_T15112866 	 objective
NA_6852 	 neutral
NA_6870 	 positive
NA_T15113842 	 objective
NA_2417 	 neutral
NA_3266 	 neutral
NA_T15115648 	 positive
NA_T15116539 	 positive
NA_4881 	 positive
NA_6128 	 positive
NA_1448 	 positive
NA_T15112981 	 objective
NA_T15112292 	 positive
NA_5839 	 positive
NA_T15114077 	 neutral
NA_8816 	 positive
NA_4887 	 positive
NA_1548 	 positive
NA_7952 	 positive
NA_3415 	 neutral
NA_7842 	 negative
NA_T15113514 	 neutral
NA_2041 	 neutral
NA_T15114073 	 objective
NA_8449 	 negative
NA_4998 	 neutral
NA_8827 	 positive
NA_5297 	 positive
NA_6451 	 positive
NA_T15114462 	 objective
NA_4798 	 positive
NA_2313 	 objective
NA_4995 	 positive
NA_T15115846 	 objective
NA_6545 	 objective
NA_1686 	 neutral
NA_6812 	 objective
NA_2723 	 negative
NA_2919 	 objective
NA_T15114240 	 positive
NA_8039 	 positive
NA_7914 	 objective
NA_3972 	 neutral
NA_T15112543 	 neutral
NA_T15114491 	 neutral
NA_T15111839 	 positive
NA_T15116202 	 objective
NA_14 	 objective
NA_5955 	 objective
NA_7299 	 objective
NA_4186 	 positive
NA_2794 	 negative
NA_5130 	 positive
NA_T15115904 	 objective
NA_8894 	 negative
NA_T15111995 	 objective
NA_7312 	 objective
NA_1602 	 positive
NA_T15114808 	 positive
NA_T15115632 	 positive
NA_T15116626 	 objective
NA_T15116357 	 positive
NA_1160 	 positive
NA_2562 	 neutral
NA_505 	 positive
NA_T15112073 	 neutral
NA_5814 	 positive
NA_1684 	 negative
NA_2899 	 neutral
NA_5048 	 positive
NA_4866 	 positive
NA_6131 	 objective
NA_5970 	 positive
NA_3116 	 positive
NA_8859 	 negative
NA_8782 	 objective
NA_193 	 objective
NA_8246 	 objective
NA_8249 	 positive
NA_3432 	 objective
NA_T15114481 	 positive
NA_971 	 negative
NA_1496 	 negative
NA_275 	 objective
NA_1909 	 positive
NA_4792 	 negative
NA_3916 	 objective
NA_2653 	 objective
NA_1600 	 objective
NA_2673 	 positive
NA_T15114734 	 objective
NA_2339 	 objective
NA_7540 	 objective
NA_5899 	 positive
NA_3480 	 negative
NA_4368 	 positive
NA_5738 	 positive
NA_4459 	 neutral
NA_7494 	 objective
NA_1372 	 positive
NA_7425 	 positive
NA_T15113802 	 objective
NA_388 	 objective
NA_1008 	 positive
NA_7035 	 objective
NA_3347 	 objective
NA_4099 	 positive
NA_1732 	 objective
NA_474 	 positive
NA_6423 	 objective
NA_5928 	 objective
NA_1264 	 objective
NA_T15115475 	 positive
NA_3960 	 neutral
NA_1946 	 neutral
NA_T15112014 	 positive
NA_T15113488 	 positive
NA_T15112195 	 neutral
NA_3824 	 negative
NA_T15116251 	 neutral
NA_T15113840 	 positive
NA_5621 	 objective
NA_4917 	 positive
NA_8219 	 objective
NA_7120 	 positive
NA_6345 	 positive
NA_T15114735 	 positive
NA_692 	 objective
NA_3812 	 negative
NA_8391 	 objective
NA_8239 	 positive
NA_720 	 neutral
NA_T15111425 	 objective
NA_6791 	 objective
NA_3310 	 objective
NA_2114 	 positive
NA_6343 	 objective
NA_T15114593 	 objective
NA_6341 	 objective
NA_2223 	 negative
NA_6427 	 objective
NA_2052 	 neutral
NA_T15115287 	 positive
NA_952 	 negative
NA_7944 	 objective
NA_T15113237 	 neutral
NA_1394 	 objective
NA_1610 	 positive
NA_3201 	 neutral
NA_2110 	 positive
NA_7858 	 positive
NA_7765 	 objective
NA_7754 	 neutral
NA_T15112338 	 positive
NA_T15113610 	 objective
NA_6866 	 positive
NA_T15115776 	 positive
NA_3942 	 objective
NA_7490 	 positive
NA_T15115685 	 positive
NA_T15116344 	 neutral
NA_3832 	 neutral
NA_5624 	 objective
NA_3984 	 neutral
NA_806 	 objective
NA_8405 	 neutral
NA_3765 	 positive
NA_8519 	 negative
NA_1200 	 objective
NA_4952 	 objective
NA_8683 	 objective
NA_3202 	 positive
NA_T15114690 	 neutral
NA_4500 	 positive
NA_5611 	 objective
NA_7182 	 positive
NA_5988 	 objective
NA_3593 	 neutral
NA_6332 	 neutral
NA_1627 	 negative
NA_5857 	 objective
NA_3029 	 neutral
NA_T15115469 	 positive
NA_7960 	 objective
NA_T15113010 	 objective
NA_5691 	 negative
NA_6012 	 positive
NA_770 	 neutral
NA_T15115507 	 negative
NA_8919 	 objective
NA_2051 	 positive
NA_T15115831 	 objective
NA_4129 	 neutral
NA_T15115500 	 objective
NA_6809 	 objective
NA_T15112750 	 objective
NA_1863 	 negative
NA_T15115969 	 positive
NA_1245 	 positive
NA_T15112210 	 neutral
NA_4396 	 positive
NA_7469 	 negative
NA_T15111603 	 objective
NA_3835 	 neutral
NA_6767 	 neutral
NA_7630 	 positive
NA_618 	 positive
NA_8743 	 positive
NA_6319 	 objective
NA_T15114935 	 negative
NA_T15111697 	 positive
NA_3872 	 objective
NA_63 	 negative
NA_T15111295 	 negative
NA_4945 	 negative
NA_6473 	 objective
NA_T15115160 	 objective
NA_7802 	 positive
NA_4786 	 positive
NA_7895 	 positive
NA_3592 	 objective
NA_4462 	 positive
NA_T15111984 	 positive
NA_6910 	 objective
NA_2688 	 negative
NA_T15115072 	 negative
NA_235 	 objective
NA_2930 	 negative
NA_5330 	 positive
NA_8702 	 objective
NA_6016 	 positive
NA_5359 	 objective
NA_8949 	 positive
NA_8155 	 positive
NA_6813 	 objective
NA_399 	 positive
NA_6463 	 positive
NA_5263 	 positive
NA_7930 	 objective
NA_5730 	 negative
NA_3264 	 positive
NA_7357 	 positive
NA_4537 	 negative
NA_2528 	 objective
NA_7130 	 objective
NA_2515 	 positive
NA_T15116415 	 neutral
NA_T15114041 	 objective
NA_3013 	 positive
NA_7454 	 objective
NA_5485 	 objective
NA_2880 	 positive
NA_70 	 positive
NA_T15115957 	 neutral
NA_8000 	 neutral
NA_8163 	 positive
NA_5626 	 positive
NA_4312 	 neutral
NA_170 	 neutral
NA_6154 	 objective
NA_6517 	 negative
NA_1387 	 negative
NA_6431 	 neutral
NA_T15116723 	 negative
NA_8125 	 negative
NA_5909 	 objective
NA_1355 	 positive
NA_1367 	 objective
NA_1974 	 objective
NA_7565 	 objective
NA_1047 	 positive
NA_3103 	 objective
NA_8257 	 negative
NA_921 	 neutral
NA_1694 	 objective
NA_8783 	 objective
NA_2594 	 objective
NA_6424 	 objective
NA_3580 	 positive
NA_T15112961 	 positive
NA_5117 	 positive
NA_2514 	 positive
NA_7467 	 neutral
NA_2177 	 positive
NA_T15116039 	 objective
NA_6859 	 negative
NA_2537 	 positive
NA_624 	 positive
NA_2087 	 objective
NA_7395 	 objective
NA_3722 	 positive
NA_T15113130 	 neutral
NA_T15113921 	 objective
NA_T15114654 	 positive
NA_8306 	 objective
NA_5166 	 positive
NA_7531 	 objective
NA_T15115180 	 objective
NA_3515 	 positive
NA_8094 	 objective
NA_3120 	 positive
NA_1578 	 negative
NA_8716 	 objective
NA_T15114691 	 positive
NA_7561 	 objective
NA_7757 	 objective
NA_T15116562 	 positive
NA_4893 	 objective
NA_T15114539 	 positive
NA_2844 	 positive
NA_8358 	 negative
NA_T15113771 	 objective
NA_2532 	 positive
NA_6288 	 negative
NA_4856 	 neutral
NA_T15113362 	 positive
NA_1340 	 neutral
NA_T15111252 	 positive
NA_T15116437 	 positive
NA_2139 	 negative
NA_7784 	 positive
NA_8851 	 positive
NA_2101 	 negative
NA_T15114437 	 objective
NA_T15115965 	 positive
NA_1138 	 neutral
NA_8741 	 positive
NA_T15115707 	 objective
NA_8509 	 objective
NA_T15116669 	 objective
NA_T15115497 	 objective
NA_8004 	 negative
NA_7282 	 objective
NA_T15116175 	 objective
NA_3658 	 positive
NA_2134 	 positive
NA_5101 	 positive
NA_T15111698 	 neutral
NA_4393 	 objective
NA_7590 	 negative
NA_1486 	 neutral
NA_1672 	 positive
NA_714 	 positive
NA_2426 	 negative
NA_3071 	 negative
NA_2889 	 negative
NA_3394 	 neutral
NA_7652 	 positive
NA_T15111320 	 neutral
NA_1411 	 positive
NA_T15114748 	 positive
NA_T15115149 	 objective
NA_5241 	 positive
NA_T15116389 	 objective
NA_4663 	 objective
NA_T15114366 	 positive
NA_T15111834 	 positive
NA_T15112717 	 neutral
NA_T15115972 	 objective
NA_916 	 neutral
NA_3985 	 neutral
NA_3113 	 positive
NA_6219 	 positive
NA_7865 	 positive
NA_4642 	 negative
NA_882 	 negative
NA_5169 	 negative
NA_52 	 objective
NA_889 	 positive
NA_5446 	 negative
NA_8247 	 positive
NA_8093 	 positive
NA_T15114182 	 positive
NA_7581 	 objective
NA_1637 	 positive
NA_2816 	 objective
NA_T15112268 	 objective
NA_323 	 positive
NA_8693 	 neutral
NA_T15115597 	 positive
NA_2013 	 positive
NA_6231 	 positive
NA_T15115002 	 objective
NA_7476 	 neutral
NA_4833 	 objective
NA_2155 	 positive
NA_1976 	 objective
NA_T15113963 	 neutral
NA_3890 	 neutral
NA_8535 	 positive
NA_2213 	 negative
NA_T15115511 	 objective
NA_6549 	 objective
NA_3400 	 positive
NA_T15114901 	 objective
NA_5532 	 positive
NA_8215 	 objective
NA_5862 	 positive
NA_6984 	 positive
NA_7514 	 objective
NA_T15114447 	 objective
NA_T15115618 	 objective
NA_5675 	 negative
NA_600 	 positive
NA_8987 	 positive
NA_6130 	 objective
NA_320 	 neutral
NA_7640 	 objective
NA_8583 	 objective
NA_772 	 positive
NA_7929 	 negative
NA_5049 	 objective
NA_7869 	 objective
NA_237 	 positive
NA_3731 	 positive
NA_3058 	 neutral
NA_716 	 positive
NA_6485 	 negative
NA_3250 	 positive
NA_8731 	 neutral
NA_4491 	 positive
NA_T15114841 	 negative
NA_T15111250 	 neutral
NA_1447 	 positive
NA_1991 	 objective
NA_1350 	 neutral
NA_884 	 objective
NA_6455 	 objective
NA_3852 	 positive
NA_8135 	 positive
NA_2307 	 positive
NA_6078 	 positive
NA_4956 	 neutral
NA_7800 	 objective
NA_7423 	 neutral
NA_T15115385 	 neutral
NA_8546 	 positive
NA_5701 	 positive
NA_3460 	 negative
NA_6244 	 objective
NA_7375 	 positive
NA_T15115166 	 positive
NA_8082 	 positive
NA_7786 	 neutral
NA_T15111170 	 objective
NA_7061 	 objective
NA_8888 	 neutral
NA_7301 	 positive
NA_T15113112 	 neutral
NA_5609 	 negative
NA_4527 	 objective
NA_4748 	 positive
NA_5590 	 objective
NA_T15114467 	 positive
NA_5547 	 negative
NA_5369 	 positive
